epoch,epoch_loss,split,loss,acc,sample_fn
126,0.57822376,val,0.5668569,0.7227722772277227,gumbel_soft
126,0.57822376,test,0.58407015,0.7230015586729014,gumbel_soft
127,0.5744342,train,0.5900388,0.7240421376901285,gumbel_soft
127,0.5744342,val,0.5670155,0.7287128712871287,gumbel_soft
127,0.5744342,test,0.58031136,0.7283455800489869,gumbel_soft
128,0.58300465,train,0.583268,0.7240146326704624,gumbel_soft
128,0.58300465,val,0.6031777,0.7272277227722772,gumbel_soft
128,0.58300465,test,0.6250859,0.706746826987308,gumbel_soft
129,0.57824653,train,0.57831985,0.723271997139478,gumbel_soft
129,0.57824653,val,0.5814763,0.7195544554455445,gumbel_soft
129,0.57824653,test,0.57167137,0.727900244934313,gumbel_soft
130,0.57974404,train,0.5719347,0.7283054157383723,gumbel_soft
130,0.57974404,val,0.5729435,0.7306930693069307,gumbel_soft
130,0.57974404,test,0.5763496,0.7207748830995324,gumbel_soft
131,0.5701826,train,0.57546675,0.7197238496025524,gumbel_soft
131,0.5701826,val,0.5718719,0.7212871287128713,gumbel_soft
131,0.5701826,test,0.5821574,0.7063014918726341,gumbel_soft
132,0.5843862,train,0.575018,0.7296531617020107,gumbel_soft
132,0.5843862,val,0.5733226,0.7309405940594059,gumbel_soft
132,0.5843862,test,0.5721311,0.7334669338677354,gumbel_soft
133,0.57158995,train,0.5766555,0.7261600242044173,gumbel_soft
133,0.57158995,val,0.57885635,0.7272277227722772,gumbel_soft
133,0.57158995,test,0.6074249,0.71520819416611,gumbel_soft
134,0.5758251,train,0.58082706,0.7208240503891961,gumbel_soft
134,0.5758251,val,0.5840624,0.7165841584158416,gumbel_soft
134,0.5758251,test,0.5731007,0.7118681808060565,gumbel_soft
135,0.5701102,train,0.5817547,0.7239871276507963,gumbel_soft
135,0.5701102,val,0.5788158,0.7277227722772277,gumbel_soft
135,0.5701102,test,0.6205421,0.7129815185927411,gumbel_soft
136,0.57726383,train,0.57924706,0.7231619770608136,gumbel_soft
136,0.57726383,val,0.6038632,0.7222772277227723,gumbel_soft
136,0.57726383,test,0.57272166,0.7256735693609441,gumbel_soft
137,0.5835317,train,0.5781191,0.7242896828671233,gumbel_soft
137,0.5835317,val,0.5734085,0.7274752475247525,gumbel_soft
137,0.5835317,test,0.57520455,0.7232242262302383,gumbel_soft
138,0.57201225,train,0.5705214,0.7235745523558049,gumbel_soft
138,0.57201225,val,0.5694979,0.7242574257425742,gumbel_soft
138,0.57201225,test,0.5773339,0.7165441995101314,gumbel_soft
139,0.5804564,train,0.5858322,0.7132601699810215,gumbel_soft
139,0.5804564,val,0.5894222,0.7061881188118811,gumbel_soft
139,0.5804564,test,0.58919847,0.7123135159207303,gumbel_soft
140,0.58639294,train,0.578462,0.7171933877932722,gumbel_soft
140,0.58639294,val,0.64776963,0.7185643564356435,gumbel_soft
140,0.58639294,test,0.666233,0.7040748162992652,gumbel_soft
141,0.5890041,train,0.58981335,0.7211541106251891,gumbel_soft
141,0.5890041,val,0.58580697,0.721039603960396,gumbel_soft
141,0.5890041,test,0.5877251,0.7203295479848586,gumbel_soft
142,0.58463943,train,0.58109945,0.7225018565888275,gumbel_soft
142,0.58463943,val,0.58289915,0.724009900990099,gumbel_soft
142,0.58463943,test,0.5982095,0.7156535292807837,gumbel_soft
143,0.5800973,train,0.5836023,0.7228319168248205,gumbel_soft
143,0.5800973,val,0.5841912,0.7227722772277227,gumbel_soft
143,0.5800973,test,0.5879545,0.7187708750835003,gumbel_soft
144,0.5778902,train,0.5758891,0.7167258024589488,gumbel_soft
144,0.5778902,val,0.5719506,0.7282178217821782,gumbel_soft
144,0.5778902,test,0.5946439,0.7187708750835003,gumbel_soft
145,0.577105,train,0.5774799,0.7271226998927304,gumbel_soft
145,0.577105,val,0.5762547,0.7314356435643564,gumbel_soft
145,0.577105,test,0.57013917,0.7274549098196392,gumbel_soft
146,0.5757269,train,0.57299405,0.7279753555023791,gumbel_soft
146,0.5757269,val,0.5764477,0.723019801980198,gumbel_soft
146,0.5757269,test,0.57132894,0.7252282342462704,gumbel_soft
147,0.57854563,train,0.5735231,0.7286904860136975,gumbel_soft
147,0.57854563,val,0.5788027,0.7319306930693069,gumbel_soft
147,0.57854563,test,0.57583946,0.7243375640169227,gumbel_soft
148,0.57343876,train,0.5764127,0.7257749539290921,gumbel_soft
148,0.57343876,val,0.5761491,0.7309405940594059,gumbel_soft
148,0.57343876,test,0.58257776,0.7172122021821421,gumbel_soft
149,0.58254135,train,0.5919036,0.7181835685012514,gumbel_soft
149,0.58254135,val,0.6258989,0.7084158415841584,gumbel_soft
149,0.58254135,test,0.5782741,0.7234468937875751,gumbel_soft
150,0.575988,train,0.59007335,0.7213741507825178,gumbel_soft
150,0.575988,val,0.58776647,0.7185643564356435,gumbel_soft
150,0.575988,test,0.59392935,0.7169895346248052,gumbel_soft
151,0.62007415,train,0.5996215,0.7222818164314988,gumbel_soft
151,0.62007415,val,0.5926924,0.7245049504950495,gumbel_soft
151,0.62007415,test,0.61339504,0.7176575372968158,gumbel_soft
152,0.60291344,train,0.59941566,0.7160381769672965,gumbel_soft
152,0.60291344,val,0.6203941,0.7150990099009901,gumbel_soft
152,0.60291344,test,0.6148059,0.7156535292807837,gumbel_soft
153,0.5950188,train,0.5982304,0.7192837692878951,gumbel_soft
153,0.5950188,val,0.6002588,0.7245049504950495,gumbel_soft
153,0.5950188,test,0.5989376,0.7183255399688265,gumbel_soft
154,0.59284586,train,0.6033614,0.7221993013725004,gumbel_soft
154,0.59284586,val,0.60356814,0.7242574257425742,gumbel_soft
154,0.59284586,test,0.624858,0.7183255399688265,gumbel_soft
155,0.59917307,train,0.5939636,0.724812278240779,gumbel_soft
155,0.59917307,val,0.64697546,0.7173267326732673,gumbel_soft
155,0.59917307,test,0.5982503,0.7250055666889335,gumbel_soft
156,0.59974474,train,0.60499483,0.7197513546222185,gumbel_soft
156,0.59974474,val,0.59156406,0.7247524752475247,gumbel_soft
156,0.59974474,test,0.5898309,0.7230015586729014,gumbel_soft
157,0.5962088,train,0.59039253,0.722666886706824,gumbel_soft
157,0.5962088,val,0.6063357,0.722029702970297,gumbel_soft
157,0.5962088,test,0.59820795,0.7176575372968158,gumbel_soft
158,0.5914399,train,0.59030277,0.7201364248975438,gumbel_soft
158,0.5914399,val,0.5937654,0.7195544554455445,gumbel_soft
158,0.5914399,test,0.5914179,0.7230015586729014,gumbel_soft
159,0.60066694,train,0.59050417,0.7245922380834502,gumbel_soft
159,0.60066694,val,0.6007948,0.7202970297029703,gumbel_soft
159,0.60066694,test,0.59427667,0.7221108884435538,gumbel_soft
160,0.58979553,train,0.59151083,0.7233270071788102,gumbel_soft
160,0.58979553,val,0.59260565,0.7232673267326732,gumbel_soft
160,0.58979553,test,0.59733474,0.7296815853930082,gumbel_soft
161,0.5928033,train,0.5891091,0.7233820172181423,gumbel_soft
161,0.5928033,val,0.58867687,0.7237623762376237,gumbel_soft
161,0.5928033,test,0.59250396,0.7225562235582276,gumbel_soft
162,0.5904288,train,0.5881886,0.7232169871001458,gumbel_soft
162,0.5904288,val,0.58928066,0.7252475247524752,gumbel_soft
162,0.5904288,test,0.5937832,0.7245602315742596,gumbel_soft
163,0.5905036,train,0.5984035,0.7195313144648898,gumbel_soft
163,0.5905036,val,0.59330386,0.7188118811881188,gumbel_soft
163,0.5905036,test,0.6035983,0.7221108884435538,gumbel_soft
164,0.5894481,train,0.588329,0.7190912341502325,gumbel_soft
164,0.5894481,val,0.5869147,0.7232673267326732,gumbel_soft
164,0.5894481,test,0.6090262,0.7214428857715431,gumbel_soft
165,0.5905986,train,0.59236676,0.7206865252908656,gumbel_soft
165,0.5905986,val,0.5974312,0.7217821782178218,gumbel_soft
165,0.5905986,test,0.5900712,0.7261189044756179,gumbel_soft
166,0.5941376,train,0.5914822,0.7155155815936408,gumbel_soft
166,0.5941376,val,0.5926389,0.7277227722772277,gumbel_soft
166,0.5941376,test,0.5944237,0.7198842128701848,gumbel_soft
167,0.5992393,train,0.591976,0.7199438897598812,gumbel_soft
167,0.5992393,val,0.64538145,0.7079207920792079,gumbel_soft
167,0.5992393,test,0.5969947,0.7178802048541527,gumbel_soft
168,0.5949031,train,0.59542316,0.7068239953791567,gumbel_soft
168,0.5949031,val,0.6022926,0.7076732673267326,gumbel_soft
168,0.5949031,test,0.5992831,0.7123135159207303,gumbel_soft
169,0.5932189,train,0.59009284,0.7202189399565421,gumbel_soft
169,0.5932189,val,0.65546167,0.719059405940594,gumbel_soft
169,0.5932189,test,0.60984206,0.7094188376753507,gumbel_soft
170,0.5996665,train,0.59138066,0.724812278240779,gumbel_soft
170,0.5996665,val,0.60540444,0.7165841584158416,gumbel_soft
170,0.5996665,test,0.5930389,0.7189935426408373,gumbel_soft
171,0.5929398,train,0.5912774,0.7224193415298292,gumbel_soft
171,0.5929398,val,0.58927184,0.7254950495049505,gumbel_soft
171,0.5929398,test,0.5983081,0.7103095079046983,gumbel_soft
172,0.59161335,train,0.59264463,0.7151580163379817,gumbel_soft
172,0.59161335,val,0.6001554,0.7155940594059406,gumbel_soft
172,0.59161335,test,0.59749115,0.713204186150078,gumbel_soft
173,0.59324306,train,0.59275734,0.7247297631817807,gumbel_soft
173,0.59324306,val,0.63876635,0.7165841584158416,gumbel_soft
173,0.59324306,test,0.60420364,0.7169895346248052,gumbel_soft
174,0.5933427,train,0.59738296,0.7153780564953104,gumbel_soft
174,0.5933427,val,0.5889526,0.7252475247524752,gumbel_soft
174,0.5933427,test,0.5922834,0.7098641727900245,gumbel_soft
175,0.59199125,train,0.5875101,0.7229419369034848,gumbel_soft
175,0.59199125,val,0.5904313,0.7254950495049505,gumbel_soft
175,0.59199125,test,0.60183585,0.7178802048541527,gumbel_soft
176,0.5961045,train,0.5940802,0.719256264268229,gumbel_soft
176,0.5961045,val,0.5998204,0.7217821782178218,gumbel_soft
176,0.5961045,test,0.5961176,0.7189935426408373,gumbel_soft
177,0.5917552,train,0.5916062,0.7262700442830816,gumbel_soft
177,0.5917552,val,0.5932716,0.7274752475247525,gumbel_soft
177,0.5917552,test,0.5987313,0.717434869739479,gumbel_soft
178,0.5960599,train,0.5911786,0.7205490001925351,gumbel_soft
178,0.5960599,val,0.58897644,0.7237623762376237,gumbel_soft
178,0.5960599,test,0.6107976,0.7252282342462704,gumbel_soft
179,0.6002447,train,0.5959222,0.7180185383832549,gumbel_soft
179,0.6002447,val,0.59527206,0.7227722772277227,gumbel_soft
179,0.6002447,test,0.5902044,0.7276775773769761,gumbel_soft
180,0.6010747,train,0.59407514,0.7217867260775092,gumbel_soft
180,0.6010747,val,0.5981184,0.7222772277227723,gumbel_soft
180,0.6010747,test,0.5975029,0.717434869739479,gumbel_soft
181,0.59408885,train,0.59515387,0.7188436889732376,gumbel_soft
181,0.59408885,val,0.59528685,0.7217821782178218,gumbel_soft
181,0.59408885,test,0.5948443,0.7252282342462704,gumbel_soft
182,0.5926209,train,0.5900987,0.7229419369034848,gumbel_soft
182,0.5926209,val,0.5955855,0.7324257425742574,gumbel_soft
182,0.5926209,test,0.5965897,0.7205522155421955,gumbel_soft
183,0.5944203,train,0.590429,0.72206177627417,gumbel_soft
183,0.5944203,val,0.6035374,0.7173267326732673,gumbel_soft
183,0.5944203,test,0.59241444,0.7290135827209976,gumbel_soft
184,0.59257203,train,0.5935153,0.7219517561955057,gumbel_soft
184,0.59257203,val,0.59585947,0.7215346534653465,gumbel_soft
184,0.59257203,test,0.5935244,0.7181028724114896,gumbel_soft
185,0.595872,train,0.5968282,0.7249773083587755,gumbel_soft
185,0.595872,val,0.58865523,0.7316831683168317,gumbel_soft
185,0.595872,test,0.6020185,0.7172122021821421,gumbel_soft
186,0.59188986,train,0.59069335,0.7222543114118326,gumbel_soft
186,0.59188986,val,0.6009396,0.718069306930693,gumbel_soft
186,0.59188986,test,0.58746976,0.7312402582943666,gumbel_soft
187,0.5986771,train,0.5908194,0.7225018565888275,gumbel_soft
187,0.5986771,val,0.5884278,0.7252475247524752,gumbel_soft
187,0.5986771,test,0.59839344,0.7274549098196392,gumbel_soft
188,0.5993637,train,0.5904922,0.7250598234177738,gumbel_soft
188,0.5993637,val,0.59660804,0.7257425742574257,gumbel_soft
188,0.5993637,test,0.598036,0.7123135159207303,gumbel_soft
189,0.5917117,train,0.59079254,0.7227218967461562,gumbel_soft
189,0.5917117,val,0.5918497,0.7274752475247525,gumbel_soft
189,0.5917117,test,0.61405396,0.717434869739479,gumbel_soft
190,0.594558,train,0.6006319,0.7201364248975438,gumbel_soft
190,0.594558,val,0.6026073,0.721039603960396,gumbel_soft
190,0.594558,test,0.5986335,0.7185482075261634,gumbel_soft
191,0.59339964,train,0.591951,0.718348598619248,gumbel_soft
191,0.59339964,val,0.5962556,0.723019801980198,gumbel_soft
191,0.59339964,test,0.6016988,0.7120908483633934,gumbel_soft
192,0.59394336,train,0.5913808,0.7206590202711995,gumbel_soft
192,0.59394336,val,0.595311,0.7274752475247525,gumbel_soft
192,0.59394336,test,0.5951667,0.7203295479848586,gumbel_soft
193,0.59491813,train,0.5911014,0.7208240503891961,gumbel_soft
193,0.59491813,val,0.5904432,0.7297029702970297,gumbel_soft
193,0.59491813,test,0.6007692,0.7272322422623024,gumbel_soft
194,0.59890723,train,0.5942517,0.7202464449762082,gumbel_soft
194,0.59890723,val,0.5892373,0.7272277227722772,gumbel_soft
194,0.59890723,test,0.59628636,0.7156535292807837,gumbel_soft
195,0.5912975,train,0.5899854,0.7225843716478257,gumbel_soft
195,0.5912975,val,0.5870642,0.7326732673267327,gumbel_soft
195,0.5912975,test,0.5945628,0.7176575372968158,gumbel_soft
196,0.5913555,train,0.5890965,0.725747448909426,gumbel_soft
196,0.5913555,val,0.59349066,0.7254950495049505,gumbel_soft
196,0.5913555,test,0.5943781,0.7214428857715431,gumbel_soft
197,0.5908899,train,0.59146035,0.7178535082652584,gumbel_soft
197,0.5908899,val,0.59591395,0.7195544554455445,gumbel_soft
197,0.5908899,test,0.6000822,0.7212202182142062,gumbel_soft
198,0.59614307,train,0.5933991,0.7194212943862255,gumbel_soft
198,0.59614307,val,0.61436164,0.7141089108910891,gumbel_soft
198,0.59614307,test,0.5892995,0.727900244934313,gumbel_soft
199,0.5945539,train,0.59103835,0.7206865252908656,gumbel_soft
199,0.5945539,val,0.59534276,0.7195544554455445,gumbel_soft
199,0.5945539,test,0.6044347,0.7212202182142062,gumbel_soft
200,0.5944361,train,0.5948998,0.7173034078719366,gumbel_soft
200,0.5944361,val,0.5940719,0.7222772277227723,gumbel_soft
200,0.5944361,test,0.5915206,0.7230015586729014,gumbel_soft
201,0.59456176,train,0.59162086,0.719586324504222,gumbel_soft
201,0.59456176,val,0.5924498,0.7254950495049505,gumbel_soft
201,0.59456176,test,0.6034366,0.7118681808060565,gumbel_soft
202,0.59042186,train,0.58993024,0.724537228044118,gumbel_soft
202,0.59042186,val,0.59818894,0.7237623762376237,gumbel_soft
202,0.59042186,test,0.5984881,0.7196615453128479,gumbel_soft
203,0.590163,train,0.59749615,0.716808317517947,gumbel_soft
203,0.590163,val,0.6159686,0.7148514851485148,gumbel_soft
203,0.590163,test,0.5968211,0.71520819416611,gumbel_soft
204,0.5946295,train,0.5911693,0.7241521577687928,gumbel_soft
204,0.5946295,val,0.5977493,0.7148514851485148,gumbel_soft
204,0.5946295,test,0.59411675,0.7158761968381206,gumbel_soft
205,0.59458584,train,0.5921462,0.7202189399565421,gumbel_soft
205,0.59458584,val,0.58718044,0.7339108910891089,gumbel_soft
205,0.59458584,test,0.59404063,0.7127588510354042,gumbel_soft
206,0.59376067,train,0.5892378,0.7190912341502325,gumbel_soft
206,0.59376067,val,0.5928564,0.721039603960396,gumbel_soft
206,0.59376067,test,0.5876223,0.7192162101981742,gumbel_soft
207,0.593751,train,0.5944263,0.7213741507825178,gumbel_soft
207,0.593751,val,0.60486674,0.7173267326732673,gumbel_soft
207,0.593751,test,0.6031076,0.7214428857715431,gumbel_soft
208,0.5960767,train,0.59193027,0.7209615754875265,gumbel_soft
208,0.5960767,val,0.6043013,0.7163366336633663,gumbel_soft
208,0.5960767,test,0.5888684,0.7310175907370297,gumbel_soft
209,0.58853847,train,0.58955324,0.7173584179112688,gumbel_soft
209,0.58853847,val,0.58926266,0.7165841584158416,gumbel_soft
209,0.58853847,test,0.59037834,0.7296815853930082,gumbel_soft
210,0.5918842,train,0.5867387,0.7190087190912342,gumbel_soft
210,0.5918842,val,0.59284675,0.725990099009901,gumbel_soft
210,0.5918842,test,0.60638946,0.7047428189712759,gumbel_soft
211,0.5882589,train,0.5902241,0.7218967461561735,gumbel_soft
211,0.5882589,val,0.58269006,0.7227722772277227,gumbel_soft
211,0.5882589,test,0.5907538,0.7118681808060565,gumbel_soft
212,0.5882797,train,0.5940111,0.7195313144648898,gumbel_soft
212,0.5882797,val,0.59963495,0.7198019801980198,gumbel_soft
212,0.5882797,test,0.6071922,0.7223335560008907,gumbel_soft
213,0.599511,train,0.58770937,0.7205490001925351,gumbel_soft
213,0.599511,val,0.5819042,0.7222772277227723,gumbel_soft
213,0.599511,test,0.58785295,0.7160988643954576,gumbel_soft
214,0.593534,train,0.59112126,0.717413427950601,gumbel_soft
214,0.593534,val,0.5949594,0.7188118811881188,gumbel_soft
214,0.593534,test,0.6141832,0.7042974838566021,gumbel_soft
215,0.59037954,train,0.58887964,0.7172208928129383,gumbel_soft
215,0.59037954,val,0.6054906,0.7126237623762376,gumbel_soft
215,0.59037954,test,0.5880228,0.7136495212647517,gumbel_soft
216,0.5828514,train,0.5955743,0.7179635283439227,gumbel_soft
216,0.5828514,val,0.5914308,0.7205445544554455,gumbel_soft
216,0.5828514,test,0.62720954,0.7138721888220886,gumbel_soft
217,0.60372686,train,0.5909791,0.7206865252908656,gumbel_soft
217,0.60372686,val,0.5904264,0.7232673267326732,gumbel_soft
217,0.60372686,test,0.5894943,0.7136495212647517,gumbel_soft
218,0.5895151,train,0.58767754,0.719861374700883,gumbel_soft
218,0.5895151,val,0.5925714,0.7163366336633663,gumbel_soft
218,0.5895151,test,0.5849802,0.7294589178356713,gumbel_soft
219,0.5896057,train,0.583124,0.7174959430095993,gumbel_soft
219,0.5896057,val,0.5870452,0.7254950495049505,gumbel_soft
219,0.5896057,test,0.5820376,0.7143175239367624,gumbel_soft
220,0.58768845,train,0.59460163,0.7176884781472619,gumbel_soft
220,0.58768845,val,0.59926665,0.7212871287128713,gumbel_soft
220,0.58768845,test,0.5909271,0.717434869739479,gumbel_soft
221,0.5868169,train,0.58755136,0.719586324504222,gumbel_soft
221,0.5868169,val,0.6093288,0.7222772277227723,gumbel_soft
221,0.5868169,test,0.61305606,0.7051881540859497,gumbel_soft
222,0.5895107,train,0.5867658,0.7202189399565421,gumbel_soft
222,0.5895107,val,0.6135338,0.7195544554455445,gumbel_soft
222,0.5895107,test,0.5857794,0.7149855266087731,gumbel_soft
223,0.5856673,train,0.5871271,0.7208790604285282,gumbel_soft
223,0.5856673,val,0.5834343,0.7198019801980198,gumbel_soft
223,0.5856673,test,0.6007385,0.7209975506568693,gumbel_soft
224,0.60319364,train,0.59283715,0.7176884781472619,gumbel_soft
224,0.60319364,val,0.5865944,0.7168316831683168,gumbel_soft
224,0.60319364,test,0.5843066,0.7252282342462704,gumbel_soft
225,0.5816321,train,0.5934503,0.7227494017658223,gumbel_soft
225,0.5816321,val,0.58359385,0.7267326732673267,gumbel_soft
225,0.5816321,test,0.5909924,0.7176575372968158,gumbel_soft
226,0.5958059,train,0.5871409,0.7220067662348378,gumbel_soft
226,0.5958059,val,0.5879031,0.7292079207920792,gumbel_soft
226,0.5958059,test,0.5929209,0.7232242262302383,gumbel_soft
227,0.5869325,train,0.5895188,0.7108672332700718,gumbel_soft
227,0.5869325,val,0.6125177,0.7131188118811881,gumbel_soft
227,0.5869325,test,0.58459055,0.7163215319527945,gumbel_soft
228,0.5874352,train,0.58343804,0.7179085183045906,gumbel_soft
228,0.5874352,val,0.5894183,0.7254950495049505,gumbel_soft
228,0.5874352,test,0.58415574,0.7272322422623024,gumbel_soft
229,0.58722365,train,0.58307153,0.7202189399565421,gumbel_soft
229,0.58722365,val,0.58352786,0.7178217821782178,gumbel_soft
229,0.58722365,test,0.58053523,0.7263415720329548,gumbel_soft
230,0.5919036,train,0.58356756,0.7224468465494953,gumbel_soft
230,0.5919036,val,0.58571357,0.723019801980198,gumbel_soft
230,0.5919036,test,0.6142792,0.7154308617234469,gumbel_soft
231,0.58496344,train,0.59198844,0.7191187391698985,gumbel_soft
231,0.58496344,val,0.60447204,0.718069306930693,gumbel_soft
231,0.58496344,test,0.586404,0.7169895346248052,gumbel_soft
232,0.59067065,train,0.59122694,0.7196413345435542,gumbel_soft
232,0.59067065,val,0.5803628,0.722029702970297,gumbel_soft
232,0.59067065,test,0.58252764,0.7201068804275217,gumbel_soft
233,0.5921759,train,0.5941967,0.7130401298236928,gumbel_soft
233,0.5921759,val,0.58977795,0.7188118811881188,gumbel_soft
233,0.5921759,test,0.5927744,0.717434869739479,gumbel_soft
234,0.5979279,train,0.5861173,0.719888879720549,gumbel_soft
234,0.5979279,val,0.61012506,0.7198019801980198,gumbel_soft
234,0.5979279,test,0.5873133,0.7123135159207303,gumbel_soft
235,0.58764774,train,0.5919932,0.7182660835602498,gumbel_soft
235,0.58764774,val,0.6083252,0.7153465346534653,gumbel_soft
235,0.58764774,test,0.5834914,0.7230015586729014,gumbel_soft
236,0.5923772,train,0.58640313,0.7248947932997772,gumbel_soft
236,0.5923772,val,0.58600914,0.7227722772277227,gumbel_soft
236,0.5923772,test,0.598349,0.71520819416611,gumbel_soft
237,0.59373647,train,0.58944756,0.7194487994058916,gumbel_soft
237,0.59373647,val,0.5916405,0.7277227722772277,gumbel_soft
237,0.59373647,test,0.5907002,0.7160988643954576,gumbel_soft
238,0.5914328,train,0.59214,0.7155155815936408,gumbel_soft
238,0.5914328,val,0.5995423,0.7175742574257425,gumbel_soft
238,0.5914328,test,0.5906258,0.710977510576709,gumbel_soft
239,0.5889501,train,0.58502424,0.7197513546222185,gumbel_soft
239,0.5889501,val,0.5842996,0.7324257425742574,gumbel_soft
239,0.5889501,test,0.5867955,0.7165441995101314,gumbel_soft
240,0.588191,train,0.5855601,0.7177434881865941,gumbel_soft
240,0.588191,val,0.58278954,0.7205445544554455,gumbel_soft
240,0.588191,test,0.5972176,0.7201068804275217,gumbel_soft
241,0.5963329,train,0.59267217,0.7210440905465247,gumbel_soft
241,0.5963329,val,0.5852414,0.725,gumbel_soft
241,0.5963329,test,0.5827786,0.7160988643954576,gumbel_soft
242,0.58714336,train,0.5857085,0.7177984982259262,gumbel_soft
242,0.58714336,val,0.5868571,0.717079207920792,gumbel_soft
242,0.58714336,test,0.5851887,0.7234468937875751,gumbel_soft
243,0.5915841,train,0.5829325,0.7204939901532029,gumbel_soft
243,0.5915841,val,0.6004514,0.719059405940594,gumbel_soft
243,0.5915841,test,0.5831743,0.7270095747049655,gumbel_soft
244,0.58493954,train,0.5801512,0.7235470473361388,gumbel_soft
244,0.58493954,val,0.6123954,0.7227722772277227,gumbel_soft
244,0.58493954,test,0.5882554,0.7154308617234469,gumbel_soft
245,0.5941981,train,0.59075326,0.7238220975327997,gumbel_soft
245,0.5941981,val,0.59994376,0.7267326732673267,gumbel_soft
245,0.5941981,test,0.58481777,0.7252282342462704,gumbel_soft
246,0.59233314,train,0.5923755,0.7194763044255577,gumbel_soft
246,0.59233314,val,0.5875079,0.7274752475247525,gumbel_soft
246,0.59233314,test,0.58693147,0.7192162101981742,gumbel_soft
247,0.58983016,train,0.5783481,0.7205490001925351,gumbel_soft
247,0.58983016,val,0.58327657,0.725990099009901,gumbel_soft
247,0.58983016,test,0.5847758,0.710977510576709,gumbel_soft
248,0.5830751,train,0.5787948,0.7176609731275958,gumbel_soft
248,0.5830751,val,0.57840437,0.7163366336633663,gumbel_soft
248,0.5830751,test,0.6095182,0.7165441995101314,gumbel_soft
249,0.5783235,train,0.5779952,0.72079654536953,gumbel_soft
249,0.5783235,val,0.5820357,0.7235148514851485,gumbel_soft
249,0.5783235,test,0.57879317,0.7185482075261634,gumbel_soft
250,0.57710165,train,0.58205074,0.7188711939929037,gumbel_soft
250,0.57710165,val,0.5813391,0.722029702970297,gumbel_soft
250,0.57710165,test,0.57646906,0.7276775773769761,gumbel_soft
